id,Compound_CID,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Taxonomy_ID,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence_IDs,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,pmcids,pclids,References
333909,8417,Natural Product Activity and Species Source (NPASS),Scoparone,NPC240722,Scoparone,https://bidd.group/NPASS/compound.php?compoundID=NPC240722,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
354838,8468,Natural Product Activity and Species Source (NPASS),Vanillic Acid,NPC111888,Vanillic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC111888,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
295570,10168,Natural Product Activity and Species Source (NPASS),Rhein,NPC288089,Rhein,https://bidd.group/NPASS/compound.php?compoundID=NPC288089,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
46382,10465,Natural Product Activity and Species Source (NPASS),Heptadecanoic acid,NPC196924,Heptadecanoic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC196924,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
464729,10639,Natural Product Activity and Species Source (NPASS),Physcione,NPC312929,Physcion,https://bidd.group/NPASS/compound.php?compoundID=NPC312929,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
316147,10742,Natural Product Activity and Species Source (NPASS),Syringic acid,NPC110899,Syringic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC110899,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
307053,12410,Natural Product Activity and Species Source (NPASS),Hentriacontane,NPC26229,Hentriacontane,https://bidd.group/NPASS/compound.php?compoundID=NPC26229,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
415151,16522,Natural Product Activity and Species Source (NPASS),"Methyl 3,4-Dimethoxybenzoate",NPC154275,Veratric Acid Methyl Ester,https://bidd.group/NPASS/compound.php?compoundID=NPC154275,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
543052,60961,Natural Product Activity and Species Source (NPASS),Adenosine,NPC156461,Adenosine,https://bidd.group/NPASS/compound.php?compoundID=NPC156461,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
394848,73665,LOTUS - the natural products occurrence database,Prochloraz,Q1401484,Prochloraz,https://www.wikidata.org/wiki/Q1401484,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/ACS.JNATPROD.6B00252,https://doi.org/10.1021/ACS.JNATPROD.6B00252,"",10.1021/ACS.JNATPROD.6B00252,"",2546863,2016; 79(7):1791-1797
473332,73665,Natural Product Activity and Species Source (NPASS),Prochloraz,NPC461753,NPC461753,https://bidd.group/NPASS/compound.php?compoundID=NPC461753,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
500496,86821,Natural Product Activity and Species Source (NPASS),"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",NPC290613,NPC290613,https://bidd.group/NPASS/compound.php?compoundID=NPC290613,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
593085,86821,LOTUS - the natural products occurrence database,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Q63409374,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",https://www.wikidata.org/wiki/Q63409374,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1248/CPB.20.418,https://doi.org/10.1248/CPB.20.418,"",10.1248/CPB.20.418,"",669396482,"OKAMOTO T, NATSUME M, ONAKA T, UCHIMARU F, SHIMIZU M. Further Studies on the Alkaloidal Constituents of <I>Dendrobium nobile</I> (Orchidaceae)-Structure Determination of 4-Hydroxy-dendroxine and Nobilomethylene. Chem. Pharm. Bull. 1972;20(2):418–21. doi: 10.1248/cpb.20.418."
315229,100067,LOTUS - the natural products occurrence database,Syringaresinol,Q27121534,Syringaresinol,https://www.wikidata.org/wiki/Q27121534,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/NP070423F,https://doi.org/10.1021/NP070423F,"",10.1021/NP070423F,"",31542473,"Yang H, Sung SH, Kim YC. Antifibrotic phenanthrenes of Dendrobium nobile stems. J Nat Prod. 2007 Dec;70(12):1925–9. doi: 10.1021/np070423f. PMID: 18052323."
462069,100067,Natural Product Activity and Species Source (NPASS),Syringaresinol,NPC153572,NPC153572,https://bidd.group/NPASS/compound.php?compoundID=NPC153572,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
477466,100332,Natural Product Activity and Species Source (NPASS),Loliolide,NPC80471,Loliolide,https://bidd.group/NPASS/compound.php?compoundID=NPC80471,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
546496,107036,Natural Product Activity and Species Source (NPASS),"Glycerides, C14-26",NPC115835,NPC115835,https://bidd.group/NPASS/compound.php?compoundID=NPC115835,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
601290,127377,Natural Product Activity and Species Source (NPASS),"5,6-Epoxy-1-hydroxy-6-isopropyl-3,11-dimethyl-3-azatricyclo(6.2.1.04(5,11))undecan-2-one",NPC74576,NPC74576,https://bidd.group/NPASS/compound.php?compoundID=NPC74576,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
282986,158975,Natural Product Activity and Species Source (NPASS),"2,7-Phenanthrenediol, 3,4-dimethoxy-",NPC230919,Nudol,https://bidd.group/NPASS/compound.php?compoundID=NPC230919,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
388829,158975,LOTUS - the natural products occurrence database,"2,7-Phenanthrenediol, 3,4-dimethoxy-",Q18355316,"2,7-Phenanthrenediol, 3,4-dimethoxy-",https://www.wikidata.org/wiki/Q18355316,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/NP070423F|DOI:10.1016/0031-9422(92)83480-M|DOI:10.1021/ACS.JNATPROD.6B00252,https://doi.org/10.1021/NP070423F|https://doi.org/10.1016/0031-9422(92)83480-M|https://doi.org/10.1021/ACS.JNATPROD.6B00252,"",10.1021/NP070423F|10.1016/0031-9422(92)83480-M|10.1021/ACS.JNATPROD.6B00252,"",2546863|31542473|714191706,"2016; 79(7):1791-1797|Yang H, Sung SH, Kim YC. Antifibrotic phenanthrenes of Dendrobium nobile stems. J Nat Prod. 2007 Dec;70(12):1925–9. doi: 10.1021/np070423f. PMID: 18052323.|Majumder PL, Pal (Née Ray) S. Rotundatin, a new 9,10-didydrophenanthrene derivative from Dendrobium rotundatum. Phytochemistry. 1992 Sep;31(9):3225–8. doi: 10.1016/0031-9422(92)83480-m."
448342,158975,Natural Product Activity and Species Source (NPASS),"2,7-Phenanthrenediol, 3,4-dimethoxy-",NPC230919,Nudol,https://bidd.group/NPASS/compound.php?compoundID=NPC230919,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
484977,158975,Natural Product Activity and Species Source (NPASS),"2,7-Phenanthrenediol, 3,4-dimethoxy-",NPC230919,Nudol,https://bidd.group/NPASS/compound.php?compoundID=NPC230919,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
674186,158975,Natural Product Activity and Species Source (NPASS),"2,7-Phenanthrenediol, 3,4-dimethoxy-",NPC230919,Nudol,https://bidd.group/NPASS/compound.php?compoundID=NPC230919,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:18052323,https://www.ncbi.nlm.nih.gov/pubmed/18052323,18052323,"","","",""
265017,176096,Natural Product Activity and Species Source (NPASS),Dendrophenol,NPC193544,Moscatilin,https://bidd.group/NPASS/compound.php?compoundID=NPC193544,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:17253844,https://www.ncbi.nlm.nih.gov/pubmed/17253844,17253844,"","","",""
500671,176096,Natural Product Activity and Species Source (NPASS),Dendrophenol,NPC193544,Moscatilin,https://bidd.group/NPASS/compound.php?compoundID=NPC193544,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
561106,176096,Natural Product Activity and Species Source (NPASS),Dendrophenol,NPC193544,Moscatilin,https://bidd.group/NPASS/compound.php?compoundID=NPC193544,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
561107,176096,Natural Product Activity and Species Source (NPASS),Dendrophenol,NPC193544,Moscatilin,https://bidd.group/NPASS/compound.php?compoundID=NPC193544,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
604714,176096,LOTUS - the natural products occurrence database,Dendrophenol,Q72484885,Dendrophenol,https://www.wikidata.org/wiki/Q72484885,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/JF970930A|DOI:10.1016/S0031-9422(01)00168-6|DOI:10.1002/HLCA.200790183|DOI:10.1248/CPB.56.1477|DOI:10.1021/NP060449R|DOI:10.1021/JF9603902|DOI:10.1016/S0031-9422(00)81777-X|DOI:10.1016/S0031-9422(99)00370-2|DOI:10.1016/J.BMCL.2010.04.054,https://doi.org/10.1021/JF970930A|https://doi.org/10.1016/S0031-9422(01)00168-6|https://doi.org/10.1002/HLCA.200790183|https://doi.org/10.1248/CPB.56.1477|https://doi.org/10.1021/NP060449R|https://doi.org/10.1021/JF9603902|https://doi.org/10.1016/S0031-9422(00)81777-X|https://doi.org/10.1016/S0031-9422(99)00370-2|https://doi.org/10.1016/J.BMCL.2010.04.054,"",10.1021/JF970930A|10.1016/S0031-9422(01)00168-6|10.1002/HLCA.200790183|10.1248/CPB.56.1477|10.1021/NP060449R|10.1021/JF9603902|10.1016/S0031-9422(00)81777-X|10.1016/S0031-9422(99)00370-2|10.1016/J.BMCL.2010.04.054,"",3063596|3789562|5153643|9770164|26713629|628589502|633559456|656190670|714191442,"Hwang JS, Lee SA, Hong SS, Han XH, Lee C, Kang SJ, Lee D, Kim Y, Hong JT, Lee MK, Hwang BY. Phenanthrenes from Dendrobium nobile and their inhibition of the LPS-induced production of nitric oxide in macrophage RAW 264.7 cells. Bioorganic & Medicinal Chemistry Letters. 2010 Jun;20(12):3785–7. doi: 10.1016/j.bmcl.2010.04.054.|Li Y, Wang CL, Guo SX, Yang JS, Xiao PG. Two new compounds from Dendrobium candidum. Chem Pharm Bull (Tokyo). 2008 Oct;56(10):1477–9. doi: 10.1248/cpb.56.1477. PMID: 18827395.|Liu Q, Chen W, Tang J, Zhao W. Novel Bis(bibenzyl) and (Propylphenyl)bibenzyl Derivatives from <i>Dendrobium nobile</i>. Helvetica Chimica Acta. 2007 Sep;90(9):1745–50. doi: 10.1002/hlca.200790183.|Zhang X, Xu JK, Wang J, Wang NL, Kurihara H, Kitanaka S, Yao XS. Bioactive bibenzyl derivatives and fluorenones from Dendrobium nobile. J Nat Prod. 2007 Jan;70(1):24–8. doi: 10.1021/np060449r. PMID: 17253844.|Fan C, Wang W, Wang Y, Qin G, Zhao W. Chemical constituents from Dendrobium densiflorum. Phytochemistry. 2001 Aug;57(8):1255–8. doi: 10.1016/s0031-9422(01)00168-6. PMID: 11454354.|Majumder PL, Guha S, Sen S. Bibenzyl derivatives from the orchid Dendrobium amoenum. Phytochemistry. 1999 Dec;52(7):1365–9. doi: 10.1016/s0031-9422(99)00370-2.|Miyazawa M, Shimamura H, Nakamura S, Sugiura W, Kosaka H, Kameoka H. Moscatilin from <i>Dendrobium</i> <i>nobile</i>, a Naturally Occurring Bibenzyl Compound with Potential Antimutagenic Activity. J. Agric. Food Chem. 1999 Apr 03;47(5):2163–7. doi: 10.1021/jf970930a.|Miyazawa M, Shimamura H, Nakamura S, Kameoka H. Antimutagenic Activity of Gigantol from <i>Dendrobium nobile</i>. J. Agric. Food Chem. 1997 Aug 01;45(8):2849–53. doi: 10.1021/jf9603902.|Majumder PL, Sen RC. Moscatilin, a bibenzyl derivative from the orchid Dendrobium moscatum. Phytochemistry. 1987;26(7):2121–4. doi: 10.1016/s0031-9422(00)81777-x."
539647,185914,Natural Product Activity and Species Source (NPASS),Dihydroresveratrol,NPC30506,Dihydroresveratrol,https://bidd.group/NPASS/compound.php?compoundID=NPC30506,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
448757,194774,Natural Product Activity and Species Source (NPASS),Moscatin,NPC38017,Moscatin,https://bidd.group/NPASS/compound.php?compoundID=NPC38017,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
563304,194774,LOTUS - the natural products occurrence database,Moscatin,Q18389031,Moscatin,https://www.wikidata.org/wiki/Q18389031,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/0031-9422(92)83480-M|DOI:10.1021/ACS.JNATPROD.6B00252,https://doi.org/10.1016/0031-9422(92)83480-M|https://doi.org/10.1021/ACS.JNATPROD.6B00252,"",10.1016/0031-9422(92)83480-M|10.1021/ACS.JNATPROD.6B00252,"",2546863|714191706,"2016; 79(7):1791-1797|Majumder PL, Pal (Née Ray) S. Rotundatin, a new 9,10-didydrophenanthrene derivative from Dendrobium rotundatum. Phytochemistry. 1992 Sep;31(9):3225–8. doi: 10.1016/0031-9422(92)83480-m."
657132,194774,Natural Product Activity and Species Source (NPASS),Moscatin,NPC38017,Moscatin,https://bidd.group/NPASS/compound.php?compoundID=NPC38017,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
658539,222284,Natural Product Activity and Species Source (NPASS),Beta-Sitosterol,NPC230301,Beta-Sitosterol,https://bidd.group/NPASS/compound.php?compoundID=NPC230301,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
716511,222284,Natural Product Activity and Species Source (NPASS),Beta-Sitosterol,NPC230301,Beta-Sitosterol,https://bidd.group/NPASS/compound.php?compoundID=NPC230301,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
573305,237332,Natural Product Activity and Species Source (NPASS),5-Hydroxymethylfurfural,NPC107482,5-Hydroxymethyl-Furfural,https://bidd.group/NPASS/compound.php?compoundID=NPC107482,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
719205,296119,LOTUS - the natural products occurrence database,beta-Sitosterol 3-O-beta-D-galactopyranoside,Q104415326,beta-Sitosterol 3-O-beta-D-galactopyranoside,https://www.wikidata.org/wiki/Q104415326,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1248/CPB.20.418,https://doi.org/10.1248/CPB.20.418,"",10.1248/CPB.20.418,"",669396482,"OKAMOTO T, NATSUME M, ONAKA T, UCHIMARU F, SHIMIZU M. Further Studies on the Alkaloidal Constituents of <I>Dendrobium nobile</I> (Orchidaceae)-Structure Determination of 4-Hydroxy-dendroxine and Nobilomethylene. Chem. Pharm. Bull. 1972;20(2):418–21. doi: 10.1248/cpb.20.418."
680522,332426,Natural Product Activity and Species Source (NPASS),(-) Syringaresinol,NPC165159,NPC165159,https://bidd.group/NPASS/compound.php?compoundID=NPC165159,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
590613,355017,Natural Product Activity and Species Source (NPASS),From Dendrobium nobile,NPC171351,NPC171351,https://bidd.group/NPASS/compound.php?compoundID=NPC171351,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
746729,356759,Natural Product Activity and Species Source (NPASS),"2-Methoxy-5-[2-(3,4,5-trimethoxyphenyl)ethyl]phenol",NPC298757,"2-Methoxy-5-(3,4,5-Trimethoxyphenethyl)Phenol",https://bidd.group/NPASS/compound.php?compoundID=NPC298757,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
580386,439246,Natural Product Activity and Species Source (NPASS),Naringenin,NPC32441,Naringenin,https://bidd.group/NPASS/compound.php?compoundID=NPC32441,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
692994,442088,Natural Product Activity and Species Source (NPASS),Evodiamine,NPC141612,NPC141612,https://bidd.group/NPASS/compound.php?compoundID=NPC141612,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
618249,442523,Natural Product Activity and Species Source (NPASS),(-)-Dendrobine,NPC292828,NPC292828,https://bidd.group/NPASS/compound.php?compoundID=NPC292828,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
676566,442523,LOTUS - the natural products occurrence database,(-)-Dendrobine,Q15410933,Dendroban-12-one,https://www.wikidata.org/wiki/Q15410933,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/S0040-4020(00)00530-5|DOI:10.2307/4117899|DOI:10.1021/NP50041A014|DOI:10.1055/S-2002-33786,https://doi.org/10.1016/S0040-4020(00)00530-5|https://doi.org/10.2307/4117899|https://doi.org/10.1021/NP50041A014|https://doi.org/10.1055/S-2002-33786,"",10.1016/S0040-4020(00)00530-5|10.2307/4117899|10.1021/NP50041A014|10.1055/S-2002-33786,"",6417918|606358174|670996632|728231821,"Ye Q, Zhao W. New alloaromadendrane, cadinene and cyclocopacamphane type sesquiterpene derivatives and bibenzyls from Dendrobium nobile. Planta Med. 2002 Aug;68(8):723–9. doi: 10.1055/s-2002-33786. PMID: 12221596.|Morita H, Fujiwara M, Yoshida N, Kobayashi J. New Picrotoxinin-type and Dendrobine-type Sesquiterpenoids from Dendrobium Snowflake ‘Red Star’. Tetrahedron. 2000 Aug;56(32):5801–5. doi: 10.1016/s0040-4020(00)00530-5.|Wang H, Zhao T, Che C. Dendrobine and 3-Hydroxy-2-oxodendrobine from Dendrobium nobile. J. Nat. Prod. 1985 Sep;48(5):796–801. doi: 10.1021/np50041a014.|Melville R, Willaman JJ, Li H. Alkaloid-Bearing Plants and Their Contained Alkaloids. 1957-1968. Kew Bulletin. 1972;27(1):215. doi: 10.2307/4117899."
818532,442523,Natural Product Activity and Species Source (NPASS),(-)-Dendrobine,NPC292828,NPC292828,https://bidd.group/NPASS/compound.php?compoundID=NPC292828,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
619958,442702,Natural Product Activity and Species Source (NPASS),"7-Methoxy-9,10-dihydrophenanthrene-2,5-diol",NPC138248,Lusianthridin,https://bidd.group/NPASS/compound.php?compoundID=NPC138248,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
619962,442702,Natural Product Activity and Species Source (NPASS),"7-Methoxy-9,10-dihydrophenanthrene-2,5-diol",NPC138248,Lusianthridin,https://bidd.group/NPASS/compound.php?compoundID=NPC138248,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:18052323,https://www.ncbi.nlm.nih.gov/pubmed/18052323,18052323,"","","",""
